"axis","pole_direction","pole_label","strength","source","question_text","source_pool_file"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 192","I can handle multiple stressors simultaneously without feeling destabilized.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 208","My emotional responses have a muted quality compared to what I observe in others.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 246","I rarely wake up from a dream still gripped by its emotional content.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 237","My baseline emotional state is one of calm readiness.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 231","I rarely experience the physiological markers of stress even in stressful situations.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 268","I can look back on difficult periods without re-experiencing the emotional intensity.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 460","I notice that confrontations, while unpleasant, don't leave a physiological residue in my body.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 239","I notice that my emotional reactions rarely interfere with my ability to function.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","moderate","baseline row 468","I notice that my pulse and breathing remain steady even during emotionally charged discussions.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 589","I experience reunion with people I care about as warm and welcome without it being an emotional avalanche.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 517","I notice that I rarely feel the need to talk through my emotions to reduce their intensity.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 539","My nervous system seems to have a wide comfort zone that few experiences push me out of.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 535","I notice that my emotional reactions to the same type of event are remarkably consistent over time.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 540","I notice that I can re-enter a stressful situation after a break without the stress having compounded.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 555","I experience the ebb and flow of life at a volume that never requires me to adjust.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 560","I experience the sensation of calm not as something I achieve but as something I simply inhabit.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 459","My body stays in a state of relaxed readiness regardless of the emotional temperature around me.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 559","I notice that surprises, interruptions, and disruptions produce only a small ripple in my internal state.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 512","I notice that music, films, and stories move me intellectually more than they move me physically.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 575","My emotional system operates with a kind of quiet competence that I've come to trust.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 588","I notice that emotional content in conversations registers with me but doesn't alter my breathing or posture.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 526","I notice that I can compartmentalize emotional events and return to whatever I was doing without difficulty.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 582","I notice that I don't carry the physical tension patterns that many people associate with stress.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 549","I notice that waiting for important outcomes produces alertness in me, not agitation.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 546","I experience the feeling of being startled as a brief flash that dissipates almost immediately.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 503","I notice that I can attend to multiple tasks even when something emotional is unresolved.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 489","I notice that I can be in the presence of someone who is deeply distressed without my own system mirroring their state.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 592","I notice that I can move from a difficult situation to a normal one without needing a transition period.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 581","I experience daily frustrations — traffic, delays, minor inconveniences — without a noticeable rise in my stress level.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 584","My emotional responses have a brevity to them — they arise, deliver their message, and recede.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 551","I experience the act of letting go of something as a natural, uncomplicated process.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 557","My internal state resembles a deep, slow river — there is movement, but it is steady and unhurried.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 501","My emotions feel like background music — always present, but never drowning out the rest of my experience.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 585","I experience the quiet moments of life — a still morning, a warm drink — with a gentle appreciation that never tips into intensity.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 509","I experience the conclusion of something I care about with a sense of readiness to move on.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 507","I notice that my sleep quality is rarely affected by emotional events from the preceding day.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 498","I notice that I don't experience the emotional hangovers that others describe after intense days.","axis6-reactivity.json"
"Reactivity","low-reactive","Low Reactivity","strong","baseline row 520","My system seems to auto-regulate emotional intensity without requiring conscious effort.","axis6-reactivity.json"
